fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
16151,"1705208008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,008_BANCURO,052_ORIENTAL MINDORO,"05208008"
16152,"1705208010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,010_BARCENAGA,052_ORIENTAL MINDORO,"05208010"
16153,"1705208011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,011_BAYANI,052_ORIENTAL MINDORO,"05208011"
16154,"1705208012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,012_BUHANGIN,052_ORIENTAL MINDORO,"05208012"
16155,"1705208013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,013_CONCEPCION,052_ORIENTAL MINDORO,"05208013"
16156,"1705208014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,014_DAO,052_ORIENTAL MINDORO,"05208014"
16157,"1705208015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,015_DEL PILAR,052_ORIENTAL MINDORO,"05208015"
16158,"1705208016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,016_ESTRELLA,052_ORIENTAL MINDORO,"05208016"
16159,"1705208017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,017_EVANGELISTA,052_ORIENTAL MINDORO,"05208017"
16160,"1705208018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,018_GAMAO,052_ORIENTAL MINDORO,"05208018"
16161,"1705208019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,019_GENERAL ESCO,052_ORIENTAL MINDORO,"05208019"
16162,"1705208020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,020_HERRERA,052_ORIENTAL MINDORO,"05208020"
16163,"1705208021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,021_INARAWAN,052_ORIENTAL MINDORO,"05208021"
16164,"1705208022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,022_KALINISAN,052_ORIENTAL MINDORO,"05208022"
16165,"1705208023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,023_LAGUNA,052_ORIENTAL MINDORO,"05208023"
16166,"1705208024",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,024_MABINI,052_ORIENTAL MINDORO,"05208024"
16167,"1705208025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,025_ANDRES ILAGAN,052_ORIENTAL MINDORO,"05208025"
16168,"1705208026",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,026_MAHABANG PARANG,052_ORIENTAL MINDORO,"05208026"
16169,"1705208027",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,027_MALAYA,052_ORIENTAL MINDORO,"05208027"
16170,"1705208028",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,028_MALINAO,052_ORIENTAL MINDORO,"05208028"
16171,"1705208029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,029_MALVAR,052_ORIENTAL MINDORO,"05208029"
16172,"1705208030",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,030_MASAGANA,052_ORIENTAL MINDORO,"05208030"
16173,"1705208031",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,031_MASAGUING,052_ORIENTAL MINDORO,"05208031"
16174,"1705208032",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,032_MELGAR A,052_ORIENTAL MINDORO,"05208032"
16175,"1705208033",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,033_METOLZA,052_ORIENTAL MINDORO,"05208033"
16176,"1705208034",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,034_MONTELAGO,052_ORIENTAL MINDORO,"05208034"
16177,"1705208035",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,035_MONTEMAYOR,052_ORIENTAL MINDORO,"05208035"
16178,"1705208036",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,036_MOTODERAZO,052_ORIENTAL MINDORO,"05208036"
16179,"1705208037",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,037_MULAWIN,052_ORIENTAL MINDORO,"05208037"
16180,"1705208038",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,038_NAG-IBA I,052_ORIENTAL MINDORO,"05208038"
16181,"1705208039",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,039_NAG-IBA II,052_ORIENTAL MINDORO,"05208039"
16182,"1705208040",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,040_PAGKAKAISA,052_ORIENTAL MINDORO,"05208040"
16183,"1705208042",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,042_PANIQUIAN,052_ORIENTAL MINDORO,"05208042"
16184,"1705208043",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,043_PINAGSABANGAN I,052_ORIENTAL MINDORO,"05208043"
16185,"1705208044",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,044_PINAGSABANGAN II,052_ORIENTAL MINDORO,"05208044"
16186,"1705208045",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,045_PIÑAHAN,052_ORIENTAL MINDORO,"05208045"
16187,"1705208046",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,046_POBLACION I,052_ORIENTAL MINDORO,"05208046"
16188,"1705208047",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,047_POBLACION II,052_ORIENTAL MINDORO,"05208047"
16189,"1705208048",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,048_POBLACION III,052_ORIENTAL MINDORO,"05208048"
16190,"1705208049",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,049_SAMPAGUITA,052_ORIENTAL MINDORO,"05208049"
16191,"1705208050",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,050_SAN AGUSTIN I,052_ORIENTAL MINDORO,"05208050"
16192,"1705208051",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,051_SAN AGUSTIN II,052_ORIENTAL MINDORO,"05208051"
16193,"1705208052",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,052_SAN ANDRES,052_ORIENTAL MINDORO,"05208052"
16194,"1705208053",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,053_SAN ANTONIO,052_ORIENTAL MINDORO,"05208053"
16195,"1705208054",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,054_SAN CARLOS,052_ORIENTAL MINDORO,"05208054"
16196,"1705208055",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,055_SAN ISIDRO,052_ORIENTAL MINDORO,"05208055"
16197,"1705208056",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,056_SAN JOSE,052_ORIENTAL MINDORO,"05208056"
16198,"1705208057",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,057_SAN LUIS,052_ORIENTAL MINDORO,"05208057"
16199,"1705208058",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,058_SAN NICOLAS,052_ORIENTAL MINDORO,"05208058"
16200,"1705208059",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,059_SAN PEDRO,052_ORIENTAL MINDORO,"05208059"
16201,"1705208060",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,060_SANTA ISABEL,052_ORIENTAL MINDORO,"05208060"
16202,"1705208061",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,061_SANTA MARIA,052_ORIENTAL MINDORO,"05208061"
16203,"1705208062",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,062_SANTIAGO,052_ORIENTAL MINDORO,"05208062"
16204,"1705208063",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,063_SANTO NIÑO,052_ORIENTAL MINDORO,"05208063"
16205,"1705208064",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,064_TAGUMPAY,052_ORIENTAL MINDORO,"05208064"
16206,"1705208065",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,065_TIGKAN,052_ORIENTAL MINDORO,"05208065"
16207,"1705208066",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,066_MELGAR B,052_ORIENTAL MINDORO,"05208066"
16208,"1705208067",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,067_SANTA CRUZ,052_ORIENTAL MINDORO,"05208067"
16209,"1705208068",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,068_BALITE,052_ORIENTAL MINDORO,"05208068"
16210,"1705208069",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,069_BANUTON,052_ORIENTAL MINDORO,"05208069"
16211,"1705208070",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,070_CABURO,052_ORIENTAL MINDORO,"05208070"
16212,"1705208071",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,071_MAGTIBAY,052_ORIENTAL MINDORO,"05208071"
16213,"1705208072",17_MIMAROPA REGION,052_ORIENTAL MINDORO,08_NAUJAN,072_PAITAN,052_ORIENTAL MINDORO,"05208072"
16214,"1705209001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,001_ANOLING,052_ORIENTAL MINDORO,"05209001"
16215,"1705209002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,002_BACUNGAN,052_ORIENTAL MINDORO,"05209002"
16216,"1705209003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,003_BANGBANG,052_ORIENTAL MINDORO,"05209003"
16217,"1705209004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,004_BANILAD,052_ORIENTAL MINDORO,"05209004"
16218,"1705209005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,005_BULI,052_ORIENTAL MINDORO,"05209005"
16219,"1705209006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,006_CACAWAN,052_ORIENTAL MINDORO,"05209006"
16220,"1705209007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,007_CALINGAG,052_ORIENTAL MINDORO,"05209007"
16221,"1705209008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,008_DELRAZON,052_ORIENTAL MINDORO,"05209008"
16222,"1705209009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,009_INCLANAY,052_ORIENTAL MINDORO,"05209009"
16223,"1705209010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,010_LUMAMBAYAN,052_ORIENTAL MINDORO,"05209010"
16224,"1705209011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,011_MALAYA,052_ORIENTAL MINDORO,"05209011"
16225,"1705209012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,012_MALIANGCOG,052_ORIENTAL MINDORO,"05209012"
16226,"1705209013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,013_MANINGCOL,052_ORIENTAL MINDORO,"05209013"
16227,"1705209014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,014_MARAYOS,052_ORIENTAL MINDORO,"05209014"
16228,"1705209015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,015_MARFRANCISCO,052_ORIENTAL MINDORO,"05209015"
16229,"1705209016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,016_NABUSLOT,052_ORIENTAL MINDORO,"05209016"
16230,"1705209017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,017_PAGALAGALA,052_ORIENTAL MINDORO,"05209017"
16231,"1705209018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,018_PALAYAN,052_ORIENTAL MINDORO,"05209018"
16232,"1705209019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,019_PAMBISAN MALAKI,052_ORIENTAL MINDORO,"05209019"
16233,"1705209020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,020_PAMBISAN MUNTI,052_ORIENTAL MINDORO,"05209020"
16234,"1705209021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,021_PANGGULAYAN,052_ORIENTAL MINDORO,"05209021"
16235,"1705209022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,022_PAPANDAYAN,052_ORIENTAL MINDORO,"05209022"
16236,"1705209023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,023_PILI,052_ORIENTAL MINDORO,"05209023"
16237,"1705209024",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,024_ZONE II,052_ORIENTAL MINDORO,"05209024"
16238,"1705209025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,025_ZONE III,052_ORIENTAL MINDORO,"05209025"
16239,"1705209026",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,026_ZONE IV,052_ORIENTAL MINDORO,"05209026"
16240,"1705209027",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,027_QUINABIGAN,052_ORIENTAL MINDORO,"05209027"
16241,"1705209028",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,028_RANZO,052_ORIENTAL MINDORO,"05209028"
16242,"1705209029",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,029_ROSARIO,052_ORIENTAL MINDORO,"05209029"
16243,"1705209030",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,030_SABANG,052_ORIENTAL MINDORO,"05209030"
16244,"1705209031",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,031_STA. ISABEL,052_ORIENTAL MINDORO,"05209031"
16245,"1705209032",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,032_STA. MARIA,052_ORIENTAL MINDORO,"05209032"
16246,"1705209033",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,033_STA. RITA,052_ORIENTAL MINDORO,"05209033"
16247,"1705209034",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,034_WAWA,052_ORIENTAL MINDORO,"05209034"
16248,"1705209035",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,035_ZONE I,052_ORIENTAL MINDORO,"05209035"
16249,"1705209036",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,036_STO. NIÑO,052_ORIENTAL MINDORO,"05209036"
16250,"1705209037",17_MIMAROPA REGION,052_ORIENTAL MINDORO,09_PINAMALAYAN,037_GUINHAWA,052_ORIENTAL MINDORO,"05209037"
16251,"1705210001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,001_BACAWAN,052_ORIENTAL MINDORO,"05210001"
16252,"1705210002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,002_BACUNGAN,052_ORIENTAL MINDORO,"05210002"
16253,"1705210004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,004_BATUHAN,052_ORIENTAL MINDORO,"05210004"
16254,"1705210005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,005_BAYANAN,052_ORIENTAL MINDORO,"05210005"
16255,"1705210006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,006_BIGA,052_ORIENTAL MINDORO,"05210006"
16256,"1705210007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,007_BUHAY NA TUBIG,052_ORIENTAL MINDORO,"05210007"
16257,"1705210008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,008_CALUBASANHON,052_ORIENTAL MINDORO,"05210008"
16258,"1705210009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,009_CALIMA,052_ORIENTAL MINDORO,"05210009"
16259,"1705210010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,010_CASILIGAN,052_ORIENTAL MINDORO,"05210010"
16260,"1705210011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,011_MALIBAGO,052_ORIENTAL MINDORO,"05210011"
16261,"1705210012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,012_MALUANLUAN,052_ORIENTAL MINDORO,"05210012"
16262,"1705210013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,013_MATULATULA,052_ORIENTAL MINDORO,"05210013"
16263,"1705210014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,014_PAHILAHAN,052_ORIENTAL MINDORO,"05210014"
16264,"1705210015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,015_PANIKIHAN,052_ORIENTAL MINDORO,"05210015"
16265,"1705210017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,017_ZONE I,052_ORIENTAL MINDORO,"05210017"
16266,"1705210018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,018_ZONE II,052_ORIENTAL MINDORO,"05210018"
16267,"1705210019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,019_PULA,052_ORIENTAL MINDORO,"05210019"
16268,"1705210020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,020_PUTING CACAO,052_ORIENTAL MINDORO,"05210020"
16269,"1705210021",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,021_TAGBAKIN,052_ORIENTAL MINDORO,"05210021"
16270,"1705210022",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,022_TAGUMPAY,052_ORIENTAL MINDORO,"05210022"
16271,"1705210023",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,023_TIGUIHAN,052_ORIENTAL MINDORO,"05210023"
16272,"1705210024",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,024_CAMPAMENTO,052_ORIENTAL MINDORO,"05210024"
16273,"1705210025",17_MIMAROPA REGION,052_ORIENTAL MINDORO,10_POLA,025_MISONG,052_ORIENTAL MINDORO,"05210025"
16274,"1705211001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,001_ANINUAN,052_ORIENTAL MINDORO,"05211001"
16275,"1705211002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,002_BALATERO,052_ORIENTAL MINDORO,"05211002"
16276,"1705211003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,003_DULANGAN,052_ORIENTAL MINDORO,"05211003"
16277,"1705211004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,004_PALANGAN,052_ORIENTAL MINDORO,"05211004"
16278,"1705211005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,005_SABANG,052_ORIENTAL MINDORO,"05211005"
16279,"1705211006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,006_SAN ANTONIO,052_ORIENTAL MINDORO,"05211006"
16280,"1705211007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,007_SAN ISIDRO,052_ORIENTAL MINDORO,"05211007"
16281,"1705211008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,008_SANTO NIÑO,052_ORIENTAL MINDORO,"05211008"
16282,"1705211009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,009_SINANDIGAN,052_ORIENTAL MINDORO,"05211009"
16283,"1705211010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,010_TABINAY,052_ORIENTAL MINDORO,"05211010"
16284,"1705211011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,011_VILLAFLOR,052_ORIENTAL MINDORO,"05211011"
16285,"1705211012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,012_POBLACION,052_ORIENTAL MINDORO,"05211012"
16286,"1705211013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,11_PUERTO GALERA,013_BACLAYAN,052_ORIENTAL MINDORO,"05211013"
16287,"1705212001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,001_BAGUMBAYAN,052_ORIENTAL MINDORO,"05212001"
16288,"1705212002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,002_CANTIL,052_ORIENTAL MINDORO,"05212002"
16289,"1705212003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,003_DANGAY,052_ORIENTAL MINDORO,"05212003"
16290,"1705212004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,004_HAPPY VALLEY,052_ORIENTAL MINDORO,"05212004"
16291,"1705212005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,005_LIBERTAD,052_ORIENTAL MINDORO,"05212005"
16292,"1705212006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,006_LIBTONG,052_ORIENTAL MINDORO,"05212006"
16293,"1705212007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,007_MABUHAY,052_ORIENTAL MINDORO,"05212007"
16294,"1705212008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,008_MARASKA,052_ORIENTAL MINDORO,"05212008"
16295,"1705212009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,009_ODIONG,052_ORIENTAL MINDORO,"05212009"
16296,"1705212010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,010_PACLASAN,052_ORIENTAL MINDORO,"05212010"
16297,"1705212011",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,011_SAN AQUILINO,052_ORIENTAL MINDORO,"05212011"
16298,"1705212012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,012_SAN ISIDRO,052_ORIENTAL MINDORO,"05212012"
16299,"1705212013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,013_SAN JOSE,052_ORIENTAL MINDORO,"05212013"
16300,"1705212014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,014_SAN MARIANO,052_ORIENTAL MINDORO,"05212014"
16301,"1705212015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,015_SAN MIGUEL,052_ORIENTAL MINDORO,"05212015"
16302,"1705212016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,016_SAN RAFAEL,052_ORIENTAL MINDORO,"05212016"
16303,"1705212017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,017_SAN VICENTE,052_ORIENTAL MINDORO,"05212017"
16304,"1705212018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,018_UYAO,052_ORIENTAL MINDORO,"05212018"
16305,"1705212019",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,019_VICTORIA,052_ORIENTAL MINDORO,"05212019"
16306,"1705212020",17_MIMAROPA REGION,052_ORIENTAL MINDORO,12_ROXAS,020_LITTLE TANAUAN,052_ORIENTAL MINDORO,"05212020"
16307,"1705213001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,001_BIGAAN,052_ORIENTAL MINDORO,"05213001"
16308,"1705213002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,002_CALANGATAN,052_ORIENTAL MINDORO,"05213002"
16309,"1705213003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,003_CALSAPA,052_ORIENTAL MINDORO,"05213003"
16310,"1705213004",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,004_ILAG,052_ORIENTAL MINDORO,"05213004"
16311,"1705213005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,005_LUMANGBAYAN,052_ORIENTAL MINDORO,"05213005"
16312,"1705213006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,006_TACLIGAN,052_ORIENTAL MINDORO,"05213006"
16313,"1705213007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,007_POBLACION,052_ORIENTAL MINDORO,"05213007"
16314,"1705213008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,13_SAN TEODORO,008_CAAGUTAYAN,052_ORIENTAL MINDORO,"05213008"
16315,"1705214001",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,001_BAGSOK,052_ORIENTAL MINDORO,"05214001"
16316,"1705214002",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,002_BATONG DALIG,052_ORIENTAL MINDORO,"05214002"
16317,"1705214003",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,003_BAYUIN,052_ORIENTAL MINDORO,"05214003"
16318,"1705214005",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,005_CALOCMOY,052_ORIENTAL MINDORO,"05214005"
16319,"1705214006",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,006_CATININGAN,052_ORIENTAL MINDORO,"05214006"
16320,"1705214007",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,007_VILLAREAL,052_ORIENTAL MINDORO,"05214007"
16321,"1705214008",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,008_FORTUNA,052_ORIENTAL MINDORO,"05214008"
16322,"1705214009",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,009_HAPPY VALLEY,052_ORIENTAL MINDORO,"05214009"
16323,"1705214010",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,010_CALUBAYAN,052_ORIENTAL MINDORO,"05214010"
16324,"1705214012",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,012_LEUTEBORO I,052_ORIENTAL MINDORO,"05214012"
16325,"1705214013",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,013_LEUTEBORO II,052_ORIENTAL MINDORO,"05214013"
16326,"1705214014",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,014_MABUHAY I,052_ORIENTAL MINDORO,"05214014"
16327,"1705214015",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,015_MALUGAY,052_ORIENTAL MINDORO,"05214015"
16328,"1705214016",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,016_MATUNGAO,052_ORIENTAL MINDORO,"05214016"
16329,"1705214017",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,017_MONTEVERDE,052_ORIENTAL MINDORO,"05214017"
16330,"1705214018",17_MIMAROPA REGION,052_ORIENTAL MINDORO,14_SOCORRO,018_PASI I,052_ORIENTAL MINDORO,"05214018"
