fid,PSGC_CODE,REGION,PROVINCE,CITY/MUNICIPALITY,BARANGAY,OFFICE,PSGC
12095,"0401015008",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,008_CALUMPIT,010_BATANGAS,"01015008"
12096,"0401015009",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,009_FABRICA,010_BATANGAS,"01015009"
12097,"0401015010",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,010_JAYBANGA,010_BATANGAS,"01015010"
12098,"0401015011",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,011_LAGADLARIN,010_BATANGAS,"01015011"
12099,"0401015012",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,012_MABILOG NA BUNDOK,010_BATANGAS,"01015012"
12100,"0401015013",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,013_MALABRIGO,010_BATANGAS,"01015013"
12101,"0401015014",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,014_MALALIM NA SANOG,010_BATANGAS,"01015014"
12102,"0401015015",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,015_MALAPAD NA PARANG,010_BATANGAS,"01015015"
12103,"0401015016",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,016_MASAGUITSIT,010_BATANGAS,"01015016"
12104,"0401015017",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,017_NAGTALONGTONG,010_BATANGAS,"01015017"
12105,"0401015018",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,018_NAGTOCTOC,010_BATANGAS,"01015018"
12106,"0401015019",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,019_OLO-OLO,010_BATANGAS,"01015019"
12107,"0401015020",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,020_PINAGHAWANAN,010_BATANGAS,"01015020"
12108,"0401015021",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,021_SAN MIGUEL,010_BATANGAS,"01015021"
12109,"0401015022",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,022_SAN NICOLAS,010_BATANGAS,"01015022"
12110,"0401015023",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,023_SAWANG,010_BATANGAS,"01015023"
12111,"0401015024",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,024_SOLOC,010_BATANGAS,"01015024"
12112,"0401015025",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,025_TAYUMAN,010_BATANGAS,"01015025"
12113,"0401015026",04_REGION IV-A (CALABARZON),010_BATANGAS,15_LOBO,026_POBLACION,010_BATANGAS,"01015026"
12114,"0401016001",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,001_ANILAO PROPER,010_BATANGAS,"01016001"
12115,"0401016002",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,002_ANILAO EAST,010_BATANGAS,"01016002"
12116,"0401016003",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,003_BAGALANGIT,010_BATANGAS,"01016003"
12117,"0401016004",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,004_BULACAN,010_BATANGAS,"01016004"
12118,"0401016005",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,005_CALAMIAS,010_BATANGAS,"01016005"
12119,"0401016006",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,006_ESTRELLA,010_BATANGAS,"01016006"
12120,"0401016007",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,007_GASANG,010_BATANGAS,"01016007"
12121,"0401016008",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,008_LAUREL,010_BATANGAS,"01016008"
12122,"0401016009",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,009_LIGAYA,010_BATANGAS,"01016009"
12123,"0401016010",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,010_MAINAGA,010_BATANGAS,"01016010"
12124,"0401016011",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,011_MAINIT,010_BATANGAS,"01016011"
12125,"0401016012",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,012_MAJUBEN,010_BATANGAS,"01016012"
12126,"0401016014",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,014_MALIMATOC I,010_BATANGAS,"01016014"
12127,"0401016015",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,015_MALIMATOC II,010_BATANGAS,"01016015"
12128,"0401016016",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,016_NAG-IBA,010_BATANGAS,"01016016"
12129,"0401016017",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,017_PILAHAN,010_BATANGAS,"01016017"
12130,"0401016018",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,018_POBLACION,010_BATANGAS,"01016018"
12131,"0401016019",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,019_PULANG LUPA,010_BATANGAS,"01016019"
12132,"0401016020",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,020_PULONG ANAHAO,010_BATANGAS,"01016020"
12133,"0401016021",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,021_PULONG BALIBAGUHAN,010_BATANGAS,"01016021"
12134,"0401016022",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,022_PULONG NIOGAN,010_BATANGAS,"01016022"
12135,"0401016023",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,023_SAGUING,010_BATANGAS,"01016023"
12136,"0401016024",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,024_SAMPAGUITA,010_BATANGAS,"01016024"
12137,"0401016025",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,025_SAN FRANCISCO,010_BATANGAS,"01016025"
12138,"0401016026",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,026_SAN JOSE,010_BATANGAS,"01016026"
12139,"0401016027",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,027_SAN JUAN,010_BATANGAS,"01016027"
12140,"0401016028",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,028_SAN TEODORO,010_BATANGAS,"01016028"
12141,"0401016029",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,029_SANTA ANA,010_BATANGAS,"01016029"
12142,"0401016030",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,030_SANTA MESA,010_BATANGAS,"01016030"
12143,"0401016031",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,031_SANTO NIÑO,010_BATANGAS,"01016031"
12144,"0401016032",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,032_SANTO TOMAS,010_BATANGAS,"01016032"
12145,"0401016033",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,033_SOLO,010_BATANGAS,"01016033"
12146,"0401016034",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,034_TALAGA PROPER,010_BATANGAS,"01016034"
12147,"0401016035",04_REGION IV-A (CALABARZON),010_BATANGAS,16_MABINI,035_TALAGA EAST,010_BATANGAS,"01016035"
12148,"0401017001",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,001_BAGONG POOK,010_BATANGAS,"01017001"
12149,"0401017002",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,002_BILUCAO,010_BATANGAS,"01017002"
12150,"0401017003",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,003_BULIHAN,010_BATANGAS,"01017003"
12151,"0401017004",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,004_SAN GREGORIO,010_BATANGAS,"01017004"
12152,"0401017005",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,005_LUTA DEL NORTE,010_BATANGAS,"01017005"
12153,"0401017006",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,006_LUTA DEL SUR,010_BATANGAS,"01017006"
12154,"0401017008",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,008_POBLACION,010_BATANGAS,"01017008"
12155,"0401017012",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,012_SAN ANDRES,010_BATANGAS,"01017012"
12156,"0401017013",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,013_SAN FERNANDO,010_BATANGAS,"01017013"
12157,"0401017015",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,015_SAN ISIDRO EAST,010_BATANGAS,"01017015"
12158,"0401017016",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,016_SAN JUAN,010_BATANGAS,"01017016"
12159,"0401017017",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,017_SAN PEDRO II,010_BATANGAS,"01017017"
12160,"0401017018",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,018_SAN PEDRO I,010_BATANGAS,"01017018"
12161,"0401017019",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,019_SAN PIOQUINTO,010_BATANGAS,"01017019"
12162,"0401017020",04_REGION IV-A (CALABARZON),010_BATANGAS,17_MALVAR,020_SANTIAGO,010_BATANGAS,"01017020"
12163,"0401018001",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,001_DISTRICT I,010_BATANGAS,"01018001"
12164,"0401018002",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,002_DISTRICT II,010_BATANGAS,"01018002"
12165,"0401018003",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,003_DISTRICT III,010_BATANGAS,"01018003"
12166,"0401018004",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,004_DISTRICT IV,010_BATANGAS,"01018004"
12167,"0401018006",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,006_BAYORBOR,010_BATANGAS,"01018006"
12168,"0401018008",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,008_BUBUYAN,010_BATANGAS,"01018008"
12169,"0401018009",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,009_CALINGATAN,010_BATANGAS,"01018009"
12170,"0401018010",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,010_KINALAGLAGAN,010_BATANGAS,"01018010"
12171,"0401018011",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,011_LOOB,010_BATANGAS,"01018011"
12172,"0401018012",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,012_LUMANG LIPA,010_BATANGAS,"01018012"
12173,"0401018013",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,013_MANGGAHAN,010_BATANGAS,"01018013"
12174,"0401018014",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,014_NANGKAAN,010_BATANGAS,"01018014"
12175,"0401018015",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,015_SAN SEBASTIAN,010_BATANGAS,"01018015"
12176,"0401018016",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,016_SANTOL,010_BATANGAS,"01018016"
12177,"0401018017",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,017_UPA,010_BATANGAS,"01018017"
12178,"0401018018",04_REGION IV-A (CALABARZON),010_BATANGAS,18_MATAASNAKAHOY,018_BARANGAY II-A,010_BATANGAS,"01018018"
12179,"0401019001",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,001_AGA,010_BATANGAS,"01019001"
12180,"0401019002",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,002_BALAYTIGUI,010_BATANGAS,"01019002"
12181,"0401019003",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,003_BANILAD,010_BATANGAS,"01019003"
12182,"0401019004",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,004_BARANGAY 10,010_BATANGAS,"01019004"
12183,"0401019005",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,005_BARANGAY 11,010_BATANGAS,"01019005"
12184,"0401019006",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,006_BARANGAY 12,010_BATANGAS,"01019006"
12185,"0401019007",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,007_BARANGAY 2,010_BATANGAS,"01019007"
12186,"0401019008",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,008_BARANGAY 3,010_BATANGAS,"01019008"
12187,"0401019009",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,009_BARANGAY 4,010_BATANGAS,"01019009"
12188,"0401019010",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,010_BARANGAY 5,010_BATANGAS,"01019010"
12189,"0401019011",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,011_BARANGAY 6,010_BATANGAS,"01019011"
12190,"0401019012",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,012_BARANGAY 7,010_BATANGAS,"01019012"
12191,"0401019013",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,013_BARANGAY 8,010_BATANGAS,"01019013"
12192,"0401019014",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,014_BARANGAY 9,010_BATANGAS,"01019014"
12193,"0401019015",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,015_BILARAN,010_BATANGAS,"01019015"
12194,"0401019016",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,016_BUCANA,010_BATANGAS,"01019016"
12195,"0401019017",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,017_BULIHAN,010_BATANGAS,"01019017"
12196,"0401019018",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,018_BUNDUCAN,010_BATANGAS,"01019018"
12197,"0401019019",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,019_BUTUCAN,010_BATANGAS,"01019019"
12198,"0401019020",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,020_CALAYO,010_BATANGAS,"01019020"
12199,"0401019021",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,021_CATANDAAN,010_BATANGAS,"01019021"
12200,"0401019022",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,022_KAYLAWAY,010_BATANGAS,"01019022"
12201,"0401019023",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,023_KAYRILAW,010_BATANGAS,"01019023"
12202,"0401019024",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,024_COGUNAN,010_BATANGAS,"01019024"
12203,"0401019026",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,026_DAYAP,010_BATANGAS,"01019026"
12204,"0401019027",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,027_LATAG,010_BATANGAS,"01019027"
12205,"0401019028",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,028_LOOC,010_BATANGAS,"01019028"
12206,"0401019029",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,029_LUMBANGAN,010_BATANGAS,"01019029"
12207,"0401019032",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,032_MALAPAD NA BATO,010_BATANGAS,"01019032"
12208,"0401019033",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,033_MATAAS NA PULO,010_BATANGAS,"01019033"
12209,"0401019035",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,035_MAUGAT,010_BATANGAS,"01019035"
12210,"0401019036",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,036_MUNTING INDAN,010_BATANGAS,"01019036"
12211,"0401019037",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,037_NATIPUAN,010_BATANGAS,"01019037"
12212,"0401019039",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,039_PANTALAN,010_BATANGAS,"01019039"
12213,"0401019041",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,041_PAPAYA,010_BATANGAS,"01019041"
12214,"0401019042",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,042_PUTAT,010_BATANGAS,"01019042"
12215,"0401019044",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,044_REPARO,010_BATANGAS,"01019044"
12216,"0401019045",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,045_TALANGAN,010_BATANGAS,"01019045"
12217,"0401019046",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,046_TUMALIM,010_BATANGAS,"01019046"
12218,"0401019047",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,047_UTOD,010_BATANGAS,"01019047"
12219,"0401019048",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,048_WAWA,010_BATANGAS,"01019048"
12220,"0401019049",04_REGION IV-A (CALABARZON),010_BATANGAS,19_NASUGBU,049_BARANGAY 1,010_BATANGAS,"01019049"
12221,"0401020001",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,001_BANABA,010_BATANGAS,"01020001"
12222,"0401020002",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,002_BANAYBANAY,010_BATANGAS,"01020002"
12223,"0401020014",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,014_BAWI,010_BATANGAS,"01020014"
12224,"0401020015",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,015_BUKAL,010_BATANGAS,"01020015"
12225,"0401020016",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,016_CASTILLO,010_BATANGAS,"01020016"
12226,"0401020017",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,017_CAWONGAN,010_BATANGAS,"01020017"
12227,"0401020018",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,018_MANGGAS,010_BATANGAS,"01020018"
12228,"0401020019",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,019_MAUGAT EAST,010_BATANGAS,"01020019"
12229,"0401020020",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,020_MAUGAT WEST,010_BATANGAS,"01020020"
12230,"0401020021",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,021_PANSOL,010_BATANGAS,"01020021"
12231,"0401020022",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,022_PAYAPA,010_BATANGAS,"01020022"
12232,"0401020023",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,023_POBLACION,010_BATANGAS,"01020023"
12233,"0401020024",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,024_QUILO-QUILO NORTH,010_BATANGAS,"01020024"
12234,"0401020025",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,025_QUILO-QUILO SOUTH,010_BATANGAS,"01020025"
12235,"0401020026",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,026_SAN FELIPE,010_BATANGAS,"01020026"
12236,"0401020027",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,027_SAN MIGUEL,010_BATANGAS,"01020027"
12237,"0401020028",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,028_TAMAK,010_BATANGAS,"01020028"
12238,"0401020029",04_REGION IV-A (CALABARZON),010_BATANGAS,20_PADRE GARCIA,029_TANGOB,010_BATANGAS,"01020029"
12239,"0401021001",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,001_ALUPAY,010_BATANGAS,"01021001"
12240,"0401021002",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,002_ANTIPOLO,010_BATANGAS,"01021002"
12241,"0401021003",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,003_BAGONG POOK,010_BATANGAS,"01021003"
12242,"0401021004",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,004_BALIBAGO,010_BATANGAS,"01021004"
12243,"0401021005",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,005_BAYAWANG,010_BATANGAS,"01021005"
12244,"0401021006",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,006_BAYBAYIN,010_BATANGAS,"01021006"
12245,"0401021007",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,007_BULIHAN,010_BATANGAS,"01021007"
12246,"0401021008",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,008_CAHIGAM,010_BATANGAS,"01021008"
12247,"0401021009",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,009_CALANTAS,010_BATANGAS,"01021009"
12248,"0401021010",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,010_COLONGAN,010_BATANGAS,"01021010"
12249,"0401021011",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,011_ITLUGAN,010_BATANGAS,"01021011"
12250,"0401021012",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,012_LUMBANGAN,010_BATANGAS,"01021012"
12251,"0401021013",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,013_MAALAS-AS,010_BATANGAS,"01021013"
12252,"0401021014",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,014_MABATO,010_BATANGAS,"01021014"
12253,"0401021015",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,015_MABUNGA,010_BATANGAS,"01021015"
12254,"0401021016",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,016_MACALAMCAM A,010_BATANGAS,"01021016"
12255,"0401021017",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,017_MACALAMCAM B,010_BATANGAS,"01021017"
12256,"0401021018",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,018_MALAYA,010_BATANGAS,"01021018"
12257,"0401021019",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,019_MALIGAYA,010_BATANGAS,"01021019"
12258,"0401021020",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,020_MARILAG,010_BATANGAS,"01021020"
12259,"0401021021",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,021_MASAYA,010_BATANGAS,"01021021"
12260,"0401021022",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,022_MATAMIS,010_BATANGAS,"01021022"
12261,"0401021023",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,023_MAVALOR,010_BATANGAS,"01021023"
12262,"0401021024",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,024_MAYURO,010_BATANGAS,"01021024"
12263,"0401021025",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,025_NAMUCO,010_BATANGAS,"01021025"
12264,"0401021026",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,026_NAMUNGA,010_BATANGAS,"01021026"
12265,"0401021027",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,027_NATU,010_BATANGAS,"01021027"
12266,"0401021028",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,028_NASI,010_BATANGAS,"01021028"
12267,"0401021029",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,029_PALAKPAK,010_BATANGAS,"01021029"
12268,"0401021030",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,030_PINAGSIBAAN,010_BATANGAS,"01021030"
12269,"0401021031",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,031_BARANGAY A,010_BATANGAS,"01021031"
12270,"0401021032",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,032_BARANGAY B,010_BATANGAS,"01021032"
12271,"0401021033",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,033_BARANGAY C,010_BATANGAS,"01021033"
12272,"0401021034",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,034_BARANGAY D,010_BATANGAS,"01021034"
12273,"0401021035",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,035_BARANGAY E,010_BATANGAS,"01021035"
12274,"0401021036",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,036_PUTINGKAHOY,010_BATANGAS,"01021036"
12275,"0401021037",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,037_QUILIB,010_BATANGAS,"01021037"
12276,"0401021038",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,038_SALAO,010_BATANGAS,"01021038"
12277,"0401021039",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,039_SAN CARLOS,010_BATANGAS,"01021039"
12278,"0401021040",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,040_SAN IGNACIO,010_BATANGAS,"01021040"
12279,"0401021041",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,041_SAN ISIDRO,010_BATANGAS,"01021041"
12280,"0401021042",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,042_SAN JOSE,010_BATANGAS,"01021042"
12281,"0401021043",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,043_SAN ROQUE,010_BATANGAS,"01021043"
12282,"0401021044",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,044_SANTA CRUZ,010_BATANGAS,"01021044"
12283,"0401021045",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,045_TIMBUGAN,010_BATANGAS,"01021045"
12284,"0401021046",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,046_TIQUIWAN,010_BATANGAS,"01021046"
12285,"0401021047",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,047_LEVISTE,010_BATANGAS,"01021047"
12286,"0401021048",04_REGION IV-A (CALABARZON),010_BATANGAS,21_ROSARIO,048_TULOS,010_BATANGAS,"01021048"
12287,"0401022001",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,001_AGUILA,010_BATANGAS,"01022001"
12288,"0401022002",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,002_ANUS,010_BATANGAS,"01022002"
12289,"0401022003",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,003_AYA,010_BATANGAS,"01022003"
12290,"0401022004",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,004_BAGONG POOK,010_BATANGAS,"01022004"
12291,"0401022005",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,005_BALAGTASIN,010_BATANGAS,"01022005"
12292,"0401022006",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,006_BALAGTASIN I,010_BATANGAS,"01022006"
12293,"0401022007",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,007_BANAYBANAY I,010_BATANGAS,"01022007"
12294,"0401022008",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,008_BANAYBANAY II,010_BATANGAS,"01022008"
12295,"0401022009",04_REGION IV-A (CALABARZON),010_BATANGAS,22_SAN JOSE,009_BIGAIN I,010_BATANGAS,"01022009"
